month,year,review_title,departure_city,arrival_city,review_comment,seat_comfort,food_and_beverages,inflight_entertainment,value_for_money,customer_service,source
Feb,2019.0,Ethiopian Airlines trip,Mumbai,Addis Ababa International Business Class,"This is a first class airline On time,great service and customer oriented Modern fleet and clean Easy check in service",5.0,5.0,4.0,5.0,5.0,TripAdvisor
Feb,2019.0,Great flight!,Chengdu,Johannesburg International Economy,"I really enjoyed this flight. Attendants are super friendly, food was great and in flight entertainment was good.",5.0,5.0,5.0,4.0,3.0,TripAdvisor
Feb,2019.0,Bitter sweet.,Johannesburg,Mombasa Africa Economy,"I recently flew Ethiopian airlines booked through and confirmed by Travelstart. My departure date was then changed to a red eye flight which would have made me miss the function I was flying to....and then I had to change the dates and all arrangements that I had made. Then the same happened for my return. It was not possible to pre-select a seat, check in took ages (despite being there over 3 hours before departure). Boarding a nightmare as the flight was full and everyone rushed and there were many with huge hand luggage which caused blocked aisles and delayed boarding. There were no earphones to hear the in-flight entertainment and the seats on the plane were very hard and small. On the return flight (23h00 departure) the hostesses were sleeping in the back after they had served dinner. They were friendly, the food was palatable and fortunately this flight was not as full so there was space to sleep. If you are thinking of travelling Ethiopian Airlines check what plane you will be flying in because some are much more comfortable than others. Will i fly with them again - yes and I am but have been much more careful about which flight (aircraft) I take and hopefully this time there will not be any changes!",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Feb,2019.0,"Good on time and flight, poor on food and cleanliness",Tel Aviv,Addis Ababa International Economy,The airline was on time. The flight from addis to cape town was better due to larger and more spacious jet. But the food is a no no and the cleanliness is very lacking.,2.0,3.0,3.0,2.0,3.0,TripAdvisor
Feb,2019.0,Addis to Toronto via Dublin,Addis Ababa,Toronto International Business Class,"Wow... outstanding. Once again the 787 outperforms. It is so much better than the Airbus A 350. Comfort, quiet, smooth... kind of like a sports car version of big airplanes. Business class experience is always excellent. I travel this route many times in a year and I am always impressed. Great crew and I appreciate the attention to detail.",5.0,5.0,4.0,5.0,5.0,TripAdvisor
Feb,2019.0,Not really what we expected.,Stockholm,Addis Ababa International Economy,From Stockholm to Addis Abbeba further to Victoria Falls. Nice crew. ok food. Seats not comfortable at all. Some seats not possible to get to sleeping position. From Addis Abbeba even worse hard seats. Never again if I can avoid it.,3.0,4.0,4.0,3.0,4.0,TripAdvisor
Feb,2019.0,"Please, Ethiopian Airlines~~~",Entebbe,Madrid International Economy,"Please! Make your trip a mess on the plane. Our passengers are not caged cows, pigs. Passengers have the right to receive services at a reasonable price. While experiencing a number of airlines in Africa, disorder and yellow dust from Ethiopian airlines and airport workers ruin the trip. Please~ Be nice to passengers. 제발! 비행기에서 여행의 기분을 망치게 하세요. 우리 승객은 우리에 갇힌 소, 돼지가 아닙니다. 승객은 충분한 댓가를 지불하고 서비스를 받을 권리가 있습니다. 아프리카에서 여러 항공사를 경험하지만 에티오피아 항공사와 공항 직원들의 무질서와 황포는 여행을 망치게 한다. 제발~~~ 승객을 친절하게 대하세요.",1.0,1.0,1.0,3.0,1.0,TripAdvisor
Feb,2019.0,Stadard flight,Nairobi,Addis Ababa Africa Economy,"Its an OK flight. Just a normal day in the office. Its best if you book in advance and select your favorite seat. However, this only is possible 36 hours before your flight",1.0,3.0,3.0,3.0,3.0,TripAdvisor
Feb,2019.0,Operation in Mozambique to improve,Beira,Maputo Domestic Economy,"I truly appreciate Ethiopian, but eh Mozambique operation is still under their usual standards. Last flight came with over 2h delay meaning a headache in such a small airport. Information in the airport is zero, so they should try to meet their own standards elsewhere in their network.",1.0,5.0,4.0,4.0,4.0,TripAdvisor
Feb,2019.0,Mr,Addis Ababa,Harare Africa Business Class,"Worst experience at the airport in the business lounge. My laptop was stollen when I went to the toilet. Reported to the reception immediately expecting a very quick response through their security cctv, unfortunately the ladies were very slow and reluctant to help. I was promised that they will look into the cctv and find the thief. It's now 6 days and NO WORD from Ethiopian Airlines. I now strongly believe my laptop was stollen by one of their employees in the business lounge! Let them prove me wrong by just showing me the cctv evidence. NEVER USE ETHIOPIAN AIRLINES",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Feb,2019.0,I had not seen this before!!,Entebbe,Addis Ababa Africa Economy,"I used this airline for a round trip to Addis/Entebbe,being direct flights!! It was my very first time to fly this flag. But,my oh my!!! What an experience! Its a short flight. The flight attendants have to do all activities(serve food and drinks,collect trash,sell inflight items) within the 2hrs or less time,and they end up running around like headless chicken-no,am not even exagerating! And then the food trolley! 😂🤣😂🤣😂🤣😂 I dont know whether the women who get to push the trolleys are trainees on both flights,but the small food trays end up flying off the trolley,poor women look flustered,no idea what to do!!! I almost took a photo,but felt both incidents were bad enough! What got me though was,the beans,rice,potato salad that fell being left on the floor(next to my seat),and started spattling to the bag i had placed under the seat infront of me...and passengers kept stepping into the unsightly mess!!! Then i got served one of the small salad packs that fell and got broken,with only a little of it spilled!! Unhygienic! Although,I had a bite of the ""chicken""!! No,i dont know if it actually is/was chicken though,it def didnt taste or look like chicken!! But hey, I guess thats how it gets in Economy class??? But i hadnt seen anything like that with KQ or SAA,which i have been using!! No,i wouldnt recommend it,unless one cant afford another flyer,especially economy class(which most of us use)!!",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Feb,2019.0,Awful,Addis Ababa,Singapore International Economy,"Rude staff, dirty toilets, rubbish inflight services and just the worst airline I have been on! I’m not sure if the staff were racist or sexist!",1.0,1.0,1.0,1.0,2.0,TripAdvisor
Feb,2019.0,Awful,Addis Ababa,Singapore International Economy,"Used Ethiopian airlines to get too Tanzania. The internal flights from Addis to Kilamanjaro were amazing but the long hall flights were awful. The staff were rude, didn't seem to want to be there and just couldn't be bothered if you were a female. On the return to Singapore they changed our seats with no explanation why from a row that had an empty seat to being squashed into a full row. The staff were not interested in anything. I'm not sure if they are racist, sexist or just damn right rude. The toilets were fine if you got in there first but after this they were never cleaned so were pretty rank by the end of it. Food was pretty average the same as a lot of flights really. Would not use them again, lesson learnt and a very expensive one, terrible. V",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Feb,2019.0,Addis to Nairobi,Addis Ababa,Nairobi Africa Economy,I flew from Addis Ababa to Nairobi with Ethiopian Airways. We were delayed for a hour.....but the service was very good and the flight was perfect.,3.0,4.0,4.0,3.0,4.0,TripAdvisor
Feb,2019.0,Great service,London,Cape Town Central International Economy,"Return flights from London Heathrow to Cape Town via Addis Ababa really could not have been much better. The ground crew at all 3 airports were superb , polite and attentive but most of all efficient. Planes were top quality and flight crew were lovely despite some rather bad tempered passengers. Excellent service would recommend based on this experience.",4.0,5.0,5.0,3.0,5.0,TripAdvisor
Feb,2019.0,"Canceled flights, no compensation, no rebooking",Los Angeles,Addis Ababa International Economy,"Flight canceled from LFW to LAX without reason. No help or overnight accommodation from the airline. Luckily the travel dates were flexible and LFW was affordable to spend a couple unplanned extra days. For flights to ADD from the US mainland, recommend a layover in Europe before flying down with Turkish or Eremites. In-country flight discount not worth much.",2.0,1.0,1.0,1.0,2.0,TripAdvisor
Feb,2019.0,My first time on Ethiopian,Tel Aviv,Nairobi International Business Class,"Fights with 737 - 800 so it comfort but you can sleep only rest Service is very good, food is very ok",2.0,4.0,4.0,4.0,3.0,TripAdvisor
Feb,2019.0,Lost luggage’s,Brussels,Cape Town Central International Economy,Terrible service! After I spend one day in Addis abeba bcs I lost my connection flight my luggage is missing! I try since 2days to get some informations where my luggage is. Most numbers I got no one is answering. The ones are answering just ask 100 times for my reference numbers and tell they will call me back. Never got a respons! I talk multiple times on their voicemail but no one ever called me back. I’m on holidays and it’s just a nightmare!,2.0,1.0,2.0,3.0,2.0,TripAdvisor
Mar,2019.0,my impression was okay,Oslo,Stockholm,"On March 16th I flew from Oslo to Stockholm on Ethiopian Airlines. For me this was a cheap chance to fly this large African airline. The evening flight was quite empty, and I was only one of few passengers on board. After its stop at Stockholm the flight would continue to Addis Abeba. The flight itself was quite uneventfull during its 45 minutes. I was handed out a drink from the cabin crew, and that was the only service provided. The seat was comfortable, but wasn't well maintained. The case of my PTV was hanging lose, so I wasn't able to use the on-off button, so I couldn't use the IFE at all. Also, the touch screen wasn't working. Overall my impression was okay, but I would not fly the airline again because the lack of maintenance on the seat.",4.0,3.0,1.0,3.0,3.0,AirlineQuality
Mar,2019.0,food was a pleasant surprise,Bangkok,Hong Kong,"Bangkok to Hong Kong. I was on a 787 which was a continuation of a flight from Addis Ababa. Check in was not good. I was the first in line in the Star Gold line, and there were three open desks. But none of the staff appeared to be working. The one desk which was processing customers was dealing with someone who was clearly a difficult customer, and wouldn't be finished any time soon. Since I had only carry on luggage and had checked in online, I decided to skip the counter and verify my documents at the gate. No problem there. The plane was nearly empty--maybe 40 guests on a 787. We all got rows to ourselves. We boarded on time, but left a little bit late. The seats were worn out, this must have been one of the oldest 787s in the fleet. The entertainment system was also a bit beat up, but the selection of both international and African films was surprisingly good. The food was also a pleasant surprise, delivered quickly, tasty and hot. The inflight team had a way to go to live up to international standards. They seemed to be barely able to hide their contempt for their passengers, which seemed strange. But you could see where some of that was coming from, there appeared to be a training attendant who was constantly criticizing them, her face never broke from an angry scowl. I wouldn't not fly them again. But as long as there are other choices, I'd probably look elsewhere.",3.0,5.0,4.0,4.0,2.0,AirlineQuality
Mar,2019.0,a world class airline,Bangkok,Buenos Aires,"Ethiopian airlines is a world class airline, comparable to Emirates. Plus, they’re half the price of Emirates. I recently flew ultra-long haul 23 hours each way from Bangkok to Buenos Aires and returning from Newark. Both flights had two stops for crew changes. Check in at Bangkok Airport seems disorganised and the location of the check in counters which are next to El Al means you are checking in next to armed security personnel which gives an uncomfortable feeling. My hopes went up when I visited the EVA Air lounge which was very good. Boarding was extremely disorganised, they shouted out business class passengers but I was blocked by other passengers from entering the gate. We had the older business class product which is similar to Turkish Airlines A330, but compressed into a smaller cabin. You had a choice of mimosa, champagne or orange juice on boarding, and the cabin was 50-75% full on all flights. After a late night departure, only three passengers chose to have dinner, so there was no excuse for slow service. Within an hour after takeoff, I had enjoyed a very good late night meal. They plate the food on board the aircraft and place individual elements on the tray table, rather than bringing it out on a tray. After which, I slept like a baby on their comfortable seat. A comfortable quilt is provided, business class quality, but the pillow is too small. Transfer in Addis Ababa is messy, but you manage to get through somehow. The cloud nine lounge is one of the most unique I have ever experienced, and instead of doing an ear-wrenching PA a lounge attendant walks around shouting different destinations which are ready for boarding. I felt this was acceptable as they didn’t want people missing their flights. I thoroughly enjoyed a six-course meal on the flight to São Paulo, including some local dishes. One thing they do right on Ethiopian is every chicken dish I’ve had has always been moist and not dried out. Great job on that! The crew were courteous and well-trained. They were more than willing to go the extra mile. There were Enough movies to keep me entertained for all flights. The return from Newark just proved to me they are better than Emirates. The flight was delayed due to weather and late arrival, so when they announced the delay I asked if I could wait in the business class lounge. The gate agent said she would pick us up and whisk us through when the flight was ready to board. Sure enough, 30 minutes later, the gate agent comes and sees me and whisks me and other business class passengers through a very crowded boarding area. The flight was delayed three hours due to de-icing and weather, and by the time we got to Addis Ababa, we literally had five minutes before the flight was scheduled to leave. No problem, they whisked all tight connections onto a bus and drove us straight to the plane, and I was literally the last passenger to board the plane. All these little details clearly make Ethiopian Airlines a world class airline. When I re-read their website, they define their cloud nine as “a mix between first and business class.” I can very clearly see elements in the soft product which accounts for first class service. The hard product is still business class, to be fair. I would have no hesitation in flying Ethiopian again at all.",4.0,5.0,5.0,5.0,5.0,AirlineQuality
Mar,2019.0,very good airlines,Vienna,Zanzibar Island International Economy,"Friendly staff, there was hot food. Free served alcohol drinks. I can recommend. No flight delay. Pleasant flight",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,a real inconvenience and Stupid problem,Addis Ababa,Dubai International Economy,"I was flying with Ethiopian airline from Addis to Dubai and then with flydubai from Dubai to my country. The check in agent of Ethiopian Airlines said she can not send my luggage to the final destination. I knew that the two Airlines had codeshare and in my inbound flight i Checked in the luggage in my country and receive in Addis so why i could not do the same for my outbound flight? I explained them a lot but they did not accept. Any way, they sent my luggage to Dubai not to my country and i flied to my city without luggage and my Luggage was delivered to my country after one month since i did so many Emailing with flydubai agents. It was a real sad story",3.0,1.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,I liked it,Gonder,Lalibela Domestic Economy,"The Flight was on time as usual the crew were polite, warm welcoming and nice the Aircraft was quite fine got 50% discount",3.0,3.0,5.0,3.0,4.0,TripAdvisor
Mar,2019.0,Was really Good,Addis Ababa,Jinka Domestic Economy,"I really enjoyed flying with this Airline, all was fine and i really enjoyed. it was also 50% discounted",3.0,3.0,5.0,2.0,4.0,TripAdvisor
Mar,2019.0,All was good except for the food,Mombasa,Hong Kong International Economy,Ethiopian Airline is a good !The staff were nice! The food was served very well at good time but it was not so delicious. ..Drinks were ok.,3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Soft flight,Addis Ababa,Gonder Domestic Economy,"It was my third discounted flight inside Ethiopia, as last time all went soft at the airport and in flight, of course flying with 50% discounted tickets is the best way to skip long distances between the cities and to save time.",3.0,3.0,5.0,3.0,4.0,TripAdvisor
Mar,2019.0,I think we enjoyed,Jinka,Addis Ababa Domestic Economy,"we flied even 20 min earlier, so if you want to make a restrict plan for your journey just do it without to be worry, this Airline does not offer any delay. flying in Ethiopia between cities is a good option to save time for those who do not have enough time and want to see every thing. just do not forget to get 50% discount if you are coming from home by Ethiopian Airline",3.0,4.0,5.0,3.0,3.0,TripAdvisor
Mar,2019.0,Good airline - ontime,Cape Town Central,Shanghai International Economy,"I flew Ethiopian Airlines the day after the crash in Addis Abbaba and was very concerned. However,the service & comfort was fantastic. I had a short layover in Addis and then on to Shanghai & all flights were comfortable and without incident.",4.0,5.0,5.0,4.0,4.0,TripAdvisor
Mar,2019.0,Great airline.,Calgary,Kigali International Economy,Went to Rwanda via Kigali . Then back to Ethiopia. Airline staff are really good. They feed you lots and food is decent,5.0,5.0,4.0,4.0,4.0,TripAdvisor
Mar,2019.0,Overall - Ethiopian Airlines is better than I thought,Toronto,Victoria International Business Class,"I was a bit apprehensive after I booked my flights from Toronto to Seychelles, especially after the Boeing 737 crash. Actually, my flights were much better than I expected - planes were very clean, food was good as far as airline meals are concerned and services were good. One concern that I had was with changing planes and flights in Addis Ababa. It turned out that both connections went without a hitch. I was impressed that Ethiopian Airlines is working very hard to make Addis Ababa the hub in Africa air travel, and I think they are succeeding - my experience with them were much better than in Nairobi and Johannesburg. Anyway, a few comments based on my experience: 1. flying to Seychelles from Toronto was much cheaper with ET than other airlines (such as Emirates). 2. Air planes, especially the washrooms, were kept very clean. 3. Seats seem to be slightly more spacious than other airlines. 4. In-flight meals tastes quite good, although they do run out of choices coming to us sitting at the last rows of the plane. One complaint though is the lack of smiles in the air hostesses faces - they're efficient but not super friendly. In flight entertainment was below average. On our return flight from ADD to YYZ, we bid and got business class upgrade. The service in the business was excellent. They served many meals and a chance to taste some Ethiopian cuisine and wines. The berth was super comfortable, allowing one to lay down flat with lots of space. Two complaints though: a) didn't get business class points for my Star Alliance loyalty program despite the ""upgrade""; b) there were multiple lounges in Addis Ababa. The Cloud 9 business class lounge was like a cafeteria with luke warm food and not enough sitting space for the passengers.",3.0,4.0,5.0,5.0,4.0,TripAdvisor
Mar,2019.0,GET 50% discount if ....,Dubai,Addis Ababa International Economy,"If you fly from your home country to Ethiopia directly or as a connecting flight by Ethiopian airline you can get 50% discount on your domestic flights. This discount is perfect since domestic flights are really expensive. The discount is not possible to get through internet booking and need to call to one of the sales office of the Airline worldwide but If you are already in Ethiopia you can call to the call center Ethiopia, book your discounted flight and to pay at a bank or at the airport within 24 Hours our Flight had one hour delay and spent this one hour on board. The captain said this is because of Loading cargo, but they could do it earlier not to make us wait one hour on board. Flight was soft and safe The meal was Good",4.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Comfortable Flight,Harare,Cairo North Africa Economy,"All my flights were on time and where changes were effected, we were advised well in advance. i found the the staff very helpful and friendly. Food and entertainment could be better.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Brilliant - BA wake UP!,Cape Town Central,Dubai International Business Class,"We have used BA since it was BOAC but for the last 20 years have constantly felt that their service levels have gone down whilst their prices have not & their arrogance has continued despite Willie Walsh taking over!..so we have over the last couple of years used Ethiopian & we are so glad that we made the change. Service level FAR superior, prices much more competitive & food very good. Cabin staff also very attentive.",5.0,5.0,5.0,4.0,4.0,TripAdvisor
Mar,2019.0,Worth a punt at the seat auction,N'Djamena,London International Business Class,"Having been out of internet connection for two weeks, it was a very pleasant surprise when we checked in, to find we had been upgraded in the ticket auction. I thought we bid a very reasonable amount and, as we had an overnight stopover in Addis, I hadn't appreciated that it also included hotel accommodation and meals. Service was good, but you'd expect it for the normal seat price.",3.0,4.0,4.0,4.0,5.0,TripAdvisor
Mar,2019.0,A first class airline,London,Addis Ababa International Business Class,There is very little to add. This is a full service airline which is achieving some very good standards. The business class seats in this modern Airbus are excellent. The food service is very flexible particularly for the return flight when for most passengers asleep is the priority. When the new airport at Addis is completed then the whole flying experience will be excellent and we would certainly consider using Addis as a hub for joiurnys to other Central African countries.,4.0,4.0,4.0,4.0,5.0,TripAdvisor
Mar,2019.0,Ethiopian Airlines - Pleasantly surprised,Johannesburg,Phuket International Economy,"After much deliberation, and reading countless reviews, I decided to book with Ethiopian Airlines. What an excellent decision. The planes were new and clean, the staff professional and friendly and the overall service great, The 3½h lay-over at Bole International Airport was a concern but it was better than many other airports I have been through. The food on all flights were more than decent. With an Airbus A350 from JHB to Bole, Boeing 787 Dreamliner to Bangkok and connecting flight by Bangkok Airways to Phuket (Airbus A320), the 16+ hours in the air plus connecting times, the 28 hours of traveling passed without any incident or complaint. At the busy Bangkok Airport, an Ethiopian Air employee awaited us when we disembarked to accompany and navigate us to the final boarding gate. He made sure we headed in the right direction, breezed us through customs, ensured that our baggage were booked through and sent us off with his (always present) lovely smile. Now THIS is customer service and added value (for free). On the return leg, everything was in place again. Because of a flight delay AT DEPARTURE IN bANGKOK, arriving at Bole, we were taken from our aircraft by bus direct to the next airplane to save time - thus skipping all the hustle and bustle of the terminal. Despite the delay at departure in Bangkok, all flights arrived on time or even early. One negative is the amount of hand luggage that passengers bring as carry-on items. I am sure that the staff tend to turn a blind eye in lieu of good customer relations, but maybe they should be more strict in this regard. Will I make use of them again - FOR SURE.",4.0,5.0,5.0,4.0,4.0,TripAdvisor
Mar,2019.0,"Comfortable, clean and caring",Addis Ababa,Cape Town Central Africa Economy,"This was the fourth flight in a month with Ethiopian. As with the other 3, we were pleasantly surprised with the quality and newness of the aircraft. The service on board could do with a little standardisation. Meals were reasonably good. The entertainment was excellent, with very good quality screens showing a very wide range of current movies. All the flights were on time",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,LHR to and from Addis are excellent which ever class ADD to LUN are poor,London,Lusaka International Economy,"Boarding in Lusaka poor. LUN to ADD poor. Addis Airport too congested. ADD to and from LHR excellent, food entertainment. Business class even better. Ethiopian are certainly best airline to and from Africa. Sadly Trip Adviser do not mention this airline to Lusaka and those they mention are poor all round.",5.0,3.0,4.0,5.0,3.0,TripAdvisor
Mar,2019.0,Nice Experience,Mumbai,Addis Ababa International Business Class,"Always liked Ethiopian. In last few years they have modernised their aircrafts. Service has always been excellent. Asian Vegetarian meal options was nice, cabin crew was friendly and flight was on time.",3.0,5.0,4.0,5.0,5.0,TripAdvisor
Mar,2019.0,Good flight bad ground staff,Cape Town Central,Tel Aviv International Business Class,Ethiopian Airlines is a good airline that is being massed up by the ground staff. While the flight staff was very nice and willing the ground staff in Cape Town was very bad.,5.0,3.0,4.0,4.0,4.0,TripAdvisor
Mar,2019.0,My flight from Dubai to Kilimanjaro via Addis Ababa (ADD),Dubai,Kilimanjaro National Park International Economy,"The flight to Dubai to ADD was not as good - plane was crowded, toilet was dirty. Check-in was chaotic. My IFE system was not working. I had a kosher meal served on this flight from Stogel and it was bad. I would not recommend it. The flight from ADD to Kilimanjaro was so much better - the IFE was great and the food was good!",4.0,3.0,4.0,4.0,4.0,TripAdvisor
Mar,2019.0,High Standard Airline,Mumbai,Florianopolis International Economy,"Most of the times I flew between Brazil and India my choice was Ethiopian Airlines. The meal served on board is very good, the ground staff and crew members are really very kind and it was very punctual all the time. And the better of all is that, despite its high quality, the price is very competitive. I strongly recommend this company.",5.0,5.0,5.0,5.0,5.0,TripAdvisor
Mar,2019.0,Ethiopian Airplines,Johannesburg,Manila International Economy,"My trip there was horrible as I was put in a seat right next to the bulk head behind the toilet with Air hostesses, banging things and talking through the night as well as people going to the toilet. Food options for main meals are limited. The chicken dish offered twice on the same flight was tasteless but the veggie past dish was good. Some of the Air hostesses were a abrupt with people. We watched the plane being cleaned when stopping over in Hong Kong for an hour. Efficient but they do need much more powerful vacume cleaners to do a good job. Luggage was damaged, I lost a leg on my suitcase on the way there and the handle was broken on the way home. I wouldn't choose to travel with this airline again.",5.0,2.0,3.0,3.0,4.0,TripAdvisor
Mar,2019.0,Ethiopian Airlines,Cape Town Central,Brussels International Economy,"For us a new experience, must say we where pleased. More space in economy than other companies ! And each passenger may have 2 suitcases of 23 kilo ! Ticket price where also good , great go on like that !",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,Long but good flight,Toronto,Addis Ababa International Economy,"Ethiopian airlines attendants were very courteous, professional and helpful. The numerous meals that were included was tasty and plentiful. The flight was uneventful.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,COMFORTABLE SEATS,Lusaka,Los Angeles International Economy,Our trip over to Zambia was much better than our return trip. The food was better and the flight attendants were very attentive on the trip over but the return trip food was not good and the flight attendants seemed tired.,3.0,3.0,5.0,3.0,4.0,TripAdvisor
Mar,2019.0,Safe trip with Ethiopian Airlines to Addis A. And Entebbe,Oslo,Entebbe International Economy,"Safe and well organized trip. Flight from Oslo during the night is efficient and practical. However, do not expect any extravagant service when flying with this booking class. Better space for legs and more comfortable chairs would have been appreciated...",3.0,3.0,4.0,3.0,2.0,TripAdvisor
Mar,2019.0,Bare in mind is an African Airline,Luanda,Kilimanjaro National Park Africa Economy,"My family and I, consisting of 2 adults, 3 kids (12,10, 5 yr old) flew from Luanda Angola to Kilimanjaro airport with a stopover in Addis Ababa. We have been living in Africa for 7 years and had travel a lot so we didn’t expect the same flying experience from othe airlines worldwide. Departure and arrival times were good, the plane was clean when we board but become dirty pretty fast, I think is mainly due to the people that travel on these flights, the service on board was really good but the food was a bit spicy for the kids. We also learned that once onboard you can not upgrade seats. We also learned that you get a hotel booking if you have a layover for 8 hours or more, you must see website. We decided to book a better hotel than the one offered but If you are offered the newly inaugurated 5 star Skylight hotel don’t hesitate to take it. Once outside the airport we didn’t feel insecure although there was a lot of people around. At the new installations of Adis Abbaba airport there is a lot of confusion, a lot of people and the Ethiopian service clerks try to do their best to help. For visas, we got a single entry visa(50 USD) instead of the multiple entry (80 USD) but somehow on our return they didn’t ask for another entry visa. Overall we would use the airline again if needed, it seems that they are working hard to improve in every sense. We even though about travel around Ethiopia.",4.0,3.0,3.0,3.0,3.0,TripAdvisor
Mar,2019.0,Nice easy efficient calm flight.,London,Addis Ababa International Economy,"No problem what so ever with this airline and flight. All very helpful. The only thing that I would say is that trying to contact the airline previous to flying was close to impossible. Either wrong numbers online or no answer. There could definitely be a better pre flight customer helpline with a reliable number. Otherwise, I'm happy to recommend this airline to anyone that needs to fly with them.",3.0,3.0,3.0,3.0,3.0,TripAdvisor
Mar,2019.0,Outstanding experience,Toronto,Cape Town Central International Business Class,"We recently flew Ethiopian from Toronto to Cape Town (connecting through Addis) and had a wonderful flight. The planes were brand new, clean and well maintained with tons of leg room (we were in business class mind you). The onboard food and service was second to none, with a pleasant surprise of authentic Ethiopian food served in addition to the excellent North American fare. I would most definitely fly Ethiopian again.",5.0,5.0,5.0,5.0,5.0,TripAdvisor
Mar,2019.0,Poor service,Cape Town Central,Addis Ababa Africa Economy,"I will never fly with this airline again, the standard of service from the hostess’s was poor, and most of them were miserable. They do not serve spirits on board, only beer and wine, and only one choice of beer available. The food was average to say the least, so generally a very sub standard airline",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Mar,2019.0,An excellent transit and flight experience set my mood for the Seychelles!,Addis Ababa,Victoria Africa Business Class,"I am adding my transit experience to my flight review because it is a quintessential part of it. After my arrival from Entebbe in the wee hours of the morning, was the new Terminal 2 in Addis Ababa relatively empty. Some restaurants were open as I made my way to the Cloud 9 Lounge. What a change from the past I must say, both terminal and lounge. WiFi sprang into life the moment the password was entered, there was a selection of cold and hot dishes available to snack on and eggs were prepared to order. Progressively did the lounge get busy as more flights arrived and passengers checked in for their flights took advantage of the offerings. Notably was I guided by the lounge staff to Gate 22 - the listed gate of my Seychelles flight was 6, and Gate 22 proved to be a dedicated gate for premium passengers who would be transported from there directly to their aircraft. Now THAT is a great service as it spares one the often long walks if a departure gate is at the other end of the new terminal. Subsequently did business class passengers booked on the flight to the Seychelles arrive just ahead of the doors being closed, the flight leaving on time. Last on and first off the aircraft was put into effect with precision! We were warmly welcomed on board by Purserette, aka 'Team Leader' Hirity Asgeoom and an announcement by Captain Andrade rounded up the experience. Hirity's colleague Gifty did much of the serving and clearing of dishes, glasses and cups but the available Ethiopian National Dishes on the menu were ably explained by Hirity and also served by her, needless to say with a smile and always asking if she could to anything else, refill a glass or add some food. Besides two starters and a salad were FOUR main courses available as was dessert at the end of the meal, plus a cheese board from which Hirity would cut the type and amount of cheese asked for. I tried a few sips of the Ethiopian Rift Valley Syrah red wine and, like on the flight from Entebbe when I had a few sips of the Ethiopian white wine, it again had an interesting taste and adding some authenticity to the meal. I was again happy to have chosen to fly with Ethiopian to the Seychelles, breaking with my past practice of almost 25 flights to SEZ over the past 10 years via Nairobi! We arrived well ahead of ETA and the entire flight experience was producing thumbs up for Ethiopian Airlines.",3.0,5.0,4.0,5.0,5.0,TripAdvisor
Mar,2019.0,My move to Ethiopian Airlines proved to be fully justified,Entebbe,Addis Ababa Africa Business Class,"Being greeted by name once I sat down in my seat 2A continued an already very positive experience at check in. Purserette Eden Ayele, at ET the title is 'Team Leader' delivered my welcome with a broad smile, at 02.30 hrs not something I have learned to take for granted. Pushback for take off was on time, though before entering the runway we had to wait for bird control to chase away a stubborn bird which just stood there, not giving way until the vehicle arrived. Arrival in Addis Ababa was still slightly ahead of time, and the flight itself smooth with hardly a turbulence felt, Captain Abubeker doing a great job of that given the lightning seen in the distance from the windows. The drink and food service was prompt, delivery again with a smile, also from cabin attendant Samrawit Fikre who served in business class alongside her 'Team Leader'. At 3 in the a.m. I did not expect to be served a full hot meal, but that what it turned out to be. A choice of two starters and three main courses - I opted for the fish - complemented by a dessert and of course Ethiopian coffee at the end of the meal. Time just flew by, pun intended, and we were already descending into Addis Ababa. With my meal I had a good sip of an Ethiopian White Whine, Rift Valley Chardonnay, which proved interesting and went along well with the fish dish. It was my first flight in a very long time with Ethiopian and I can only say that staff on the ground and in the air were at their very best, despite the wee hours of the night. I shall describe my transit experience in the new Terminal 2 in Addis and my second flight on to the Seychelles separately. Thumbs up to Ethiopian!",3.0,5.0,5.0,4.0,5.0,TripAdvisor
Mar,2019.0,Ethiopian experience,Kuala Lumpur,Johannesburg International Economy,"The flight with Ethiopian airlines was much more comfortable than other major airlines. The flight attendants were extremely courteous and helpful. They located 3 empty seats for me to sleep because I was not feeling very very well. I cannot review the food because I don’t generally eat airline foods. With this kind of service, Ethiopian airlines is going to be strong competition for other airlines.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
